Entidad,RUC,original_address,formatted_address,lat,lng,confidence
GOBIERNO REGIONAL DE LAMBAYEQUE - UGEL LAMBAYEQUE,PE-RUC  20479954772,PERU LAMBAYEQUE PROLONGACIÓN 8 DE OCTUBRE 230,"Prol. 8 de Octubre 230, Lambayeque 14013, Peru",-6.697141999999999,-79.90528379999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SOPLIN,PE-RUC  20205141830,PERU LORETO YAVARI Nº 335-363 PISO 2 OFICINA 37,"Yavari, 16250, Peru",-4.3434746,-72.1416132,APPROXIMATE
INSTITUTO VIAL PROVINCIAL CAYLLOMA,PE-RUC  20454696205,PERU AREQUIPA TERMINAL TERRESTRE 203B,"HFR7+88F, Daniel Alcides Carrión, Arequipa 04001, Peru",-16.4091891,-71.5367103,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE IRAZOLA,PE-RUC  20191550138,PERU UCAYALI CARRET.FEDERICO BASADRE KM.110,"Ctra. Federico Basadre, Peru",-8.4703134,-74.7996019,GEOMETRIC_CENTER
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE SAN MIGUEL,PE-RUC  20453798764,PERU CAJAMARCA JR. 28 DE JULIO NRO. 257 OFICINA 2 INTERIOR 2 MZA 46 LTE 1 CAJAMARCA URB CERCADO- SAN MIGUEL - SAN MIGUEL,"OFICINA 2 INTERIOR 2, 28 de Julio 257, Cajamarca 06002, Peru",-7.167356299999999,-78.5127517,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA LOCAL SAN PABLO,PE-RUC  20529672871,PERU CAJAMARCA MIGUEL IGLESIAS,"Miguel Iglesias, Cajamarca 06001, Peru",-7.148501,-78.5182271,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SARHUA,PE-RUC  20184168244,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE CORONEL PORTILLO,PE-RUC  20393672898,PERU UCAYALI JR. TACNA NRO. 498 PLAZA DE ARMAS UCAYALI - CORONEL PORTILLO - CALLARIA,"Jr. Tacna 498, Pucallpa 25001, Peru",-8.3842196,-74.5320382,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE AYACUCHO-EDUCACIÓN LUCANAS,PE-RUC  20452304571,PERU AYACUCHO JR. BOLOGNESI PUQUIO,"Puquio, Peru",-14.6900941,-74.1269322,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PACHAS,PE-RUC  20194119403,PERU HUANUCO PLAZA DE ARMAS S/N - PACHAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PACHACONAS,PE-RUC  20173249340,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
INSTITUTO VIAL PROVINCIAL CHUPACA,PE-RUC  20486690349,PERU JUNIN JR. MIGUEL GRAU NRO. 185 JUNIN - CHUPACA - CHUPACA,"Jr. Miguel Grau 185, Sicaya 12501, Peru",-12.0121931,-75.2809273,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE LLUTA,PE-RUC  20193505768,PERU AREQUIPA PLAZA LIBERTAD S/N LLUTA,"Lluta 04115, Peru",-16.0159972,-72.01496379999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHARCANA,PE-RUC  20203446366,PERU AREQUIPA PLAZA PRINCIPAL S/N,"Pl. Principal, Characato 04012, Peru",-16.469155,-71.4844938,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE EL ALTO,PE-RUC  20179834317,PERU PIURA PLAZA DE ARMAS S/N - EL ALTO,"Piura, Peru",-5.1782884,-80.6548882,APPROXIMATE
INSTITUTO VIAL PROVINCIAL DE CHINCHEROS,PE-RUC  20527246947,PERU APURIMAC PLAZA DE ARMAS SN,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE QUILLABAMBA S.A.,PE-RUC  20171147787,PERU CUSCO MERCADO MODELO 2DA.ETAPA-LA CONVENCIÓN-QUILLABAMBA,"48M3+PR5, Prol. Av. Miguel Grau, Quillabamba 08741, Peru",-12.865727,-72.6953992,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO,PE-RUC  20163707463,PERU JUNIN ATAHUALPA NO 148,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COCHAMARCA,PE-RUC  20210698095,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE QUIACA,PE-RUC  20181429535,PERU PUNO PLAZA DE ARMAS S/N,"Plaza Mayor de Puno, Jr. Deustua 458, Puno 21001, Peru",-15.8405816,-70.0279072,ROOFTOP
INSTITUTO VIAL PROVINCIAL DOS DE MAYO,PE-RUC  20528971815,PERU HUANUCO LOURDES 221,"221, Huánuco 10001, Peru",-9.9306928,-76.2455584,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUYCA,PE-RUC  20312111749,PERU AREQUIPA CALLE PRINCIPAL,"Calle Principal, Paucarpata 04008, Peru",-16.4305852,-71.4985743,GEOMETRIC_CENTER
SERVICIO INDUSTRIAL DE LA MARINA S.R.L.-IQUITOS,PE-RUC  20203866497,PERU LORETO AV. LA MARINA N°1079 - PUNCHANA,"Av. La Marina 1079, Iquitos 16003, Peru",-3.7297981,-73.24089719999999,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE PARURO,PE-RUC  20159308708,PERU CUSCO AV. GRAU,"Av. Grau, Cusco 08002, Peru",-13.5237346,-71.977632,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE YANACA,PE-RUC  20175825429,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA,PE-RUC  20199759672,PERU JUNIN PLAZA PRINCIPAL,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE CHACHAPOYAS,PE-RUC  20487602281,PERU AMAZONAS JR. CRISTO REY S/N URB. SANTA ROSA,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ROSA PANDURO,PE-RUC  20567286941,PERU LORETO CALLE LOS COMPATRIOTAS SN,"San Nicolás 16220, Peru",-3.705443,-71.6935366,APPROXIMATE
GOBIERNO REGIONAL DE SAN MARTIN - DIRECCION REGIONAL DE LA PRODUCCION DE SAN MARTIN,PE-RUC  20531423624,PERU SAN MARTIN JR. PATRON SANTIAGO NRO. 119 SAN MARTIN - MOYOBAMBA - MOYOBAMBA,"Jr. Patron Santiago 119, Moyobamba 22001, Peru",-6.022865899999999,-76.99043689999999,ROOFTOP
GOBIERNO REGIONAL DE ICA-EDUCACION,PE-RUC  20410016070,PERU ICA AV. GRAU 166 ICA,"Av Grau 166, Ica 11001, Peru",-14.0632059,-75.7277214,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA,PE-RUC  20147142197,PERU LORETO JR AMAZONAS NRO 307,"Loreto, Peru",-4.232472899999999,-74.21793260000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - EL DORADO,PE-RUC  20488951239,PERU SAN MARTIN JR. VICTOR ANDRES BELAUNDE S/N,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE LA LIBERTAD-EDUCACION USE PATAZ,PE-RUC  20274697793,PERU LA LIBERTAD Jr. Grau 153 TAYABAMBA,"Jr. Miguel Grau 153, Tayabamba 13526, Peru",-8.276505799999999,-77.29661650000001,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ZAPATERO,PE-RUC  20201975361,PERU SAN MARTIN PLAZA SAN MARTIN S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ARAMANGO,PE-RUC  20220669603,PERU AMAZONAS AV.28 DE JULIO 309 2DO PISO,"2DO PISO, Av. 28 de Julio 309, Bagua 01721, Peru",-5.6418459,-78.5328753,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CABANILLAS,PE-RUC  20205942921,PERU PUNO JR. MUNICIPALIDAD No 114-2DO PISO,"2DO PISO, Jr. Municipalidad 114, Lampa 21801, Peru",-15.3647422,-70.3663945,RANGE_INTERPOLATED
INSTITUTO VIAL PROVINCIAL DE PASCO - IVP-PASCO,PE-RUC  20489649234,PERU PASCO BLOQUE RESIDENCIAL BELLAVISTA N° 3 - URB. LA ESPERANZA,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUALLANCA - HUAYLAS,PE-RUC  20146925929,PERU ANCASH SANTA ROSA S/N,"Santa Rosa 02210, Peru",-8.5422684,-77.7741569,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL CHACCRAMPA,PE-RUC  20192042357,PERU APURIMAC AV.SAN MIGUEL No 4 2DO PISO INTR. 4,"2DO PISO, Av. San Miguel 4, Abancay 03001, Peru",-13.6287048,-72.8866608,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CORONEL CASTAÑEDA,PE-RUC  20287376619,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CUSCA,PE-RUC  20286842748,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CASITAS,PE-RUC  20193978666,PERU TUMBES PLAZA DE ARMAS Nº112,"CHVF+94X, Tumbes 24002, Peru",-3.5565088,-80.42715179999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LAMBRAS,PE-RUC  20607537454,PERU HUANCAVELICA PLAZA PRINCIPAL S/N URB SANTA MARÍA,"Huancavelica 09001, Peru",-12.7861978,-74.9764024,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHUNAN,PE-RUC  20204462772,PERU JUNIN AV.22 DE AGOSTO,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
GOBIERNO REGIONAL DE APURIMAC - UNIDAD EJECUTORA 004: PRO DESARROLLO APURIMAC,PE-RUC  20490600842,PERU APURIMAC JR. CUSCO NRO. 213 INT. B APURIMAC - ABANCAY - ABANCAY,"INT. B, Jr. Cusco 213, Abancay 03001, Peru",-13.6366357,-72.8792644,ROOFTOP
GOBIERNO REGIONAL DE PIURA - INSTITUTOS SUPERIORES DE EDUCACION PUBLICA REGIONAL DE PIURA,PE-RUC  20526489391,PERU PIURA MZA. A LOTE. 02 URB. LUIS NEGREIROS PIURA - TALARA - PARIÑAS,"Luis Fraser, Talara 20811, Peru",-4.5740628,-81.2674225,GEOMETRIC_CENTER
EMPRESA  MUNICIPAL DE  AGUA POTABLE Y ALCANTERILLADO DE  BAGUA SRL,PE-RUC  20105087978,PERU AMAZONAS JR. SAN PEDRO NRO. 297,"Jr. San Pedro 297, Bagua 01721, Peru",-5.6413932,-78.53206809999999,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE BAGUA,PE-RUC  20156003060,PERU AMAZONAS AV. HEROES DEL CENEPA NO 1060,"Av Héroes del Cenepa 1060, Bagua 01721, Peru",-5.6386372,-78.53126890000001,ROOFTOP
UNIVERSIDAD NACIONAL TECNOLÓGICA DE SAN JUAN DE LURIGANCHO,PE-RUC  20612830020,PERU LIMA LOTE 3 ETAPADA SEGUNDA GRUPO 4 PUEBLO JOVEN CRUZ DE MOTUPE,"R2GP+4CC, C. Jose Maria Arguedas, Lima 15824, Peru",-12.1746762,-76.9639784,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUÁNUCO - RED DE SALUD AMBO,PE-RUC  20602804993,PERU HUANUCO CONSTITUCIÓN NRO. 353,"353, Huánuco 10001, Peru",-9.9255001,-76.2375016,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ANTIOQUIA,PE-RUC  20298709857,PERU LIMA PLAZA PRINCIPAL S/N,"Principal, San Juan de Miraflores 15806, Peru",-12.131212,-76.9601722,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE CANGALLO,PE-RUC  20143166717,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE BOLOGNESI - CHIQUIAN,PE-RUC  20166558051,PERU ANCASH DOS DE MAYO NO 901,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH - UNIDAD DE GESTION EDUCATIVA LOCAL DE HUARAZ,PE-RUC  20530784780,PERU ANCASH AVENIDA RAYMONDI N° 914 HUARAZ,"Antonio Raymondi 914, Huaraz 02001, Peru",-9.526361,-77.5267049,ROOFTOP
GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA CHOTA,PE-RUC  20230151297,PERU CAJAMARCA JR. GREGORIO MALCA 896 CHOTA,"Gregorio Malca 896, Chota 06121, Peru",-6.559766,-78.65229769999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUAYA,PE-RUC  20176704927,PERU AYACUCHO PLAZA PRINCIPAL DE HUAYA,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA MARIA DE CHICMO,PE-RUC  20164792685,PERU APURIMAC AV.GARCILAZO DE LA VEGA No 162,"Av. Inca Garcilazo de la Vega 162, 03000, Peru",-13.6126167,-72.859527,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LOPECANCHA,PE-RUC  20156003736,PERU AMAZONAS PLAZA DE ARMAS S/N LUYA AMAZONAS,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
GOBIERNO REGIONAL DEL CUSCO UNIDAD EJECUTORA 314 EDUCACION ACOMAYO,PE-RUC  20602136141,PERU CUSCO CARRERA,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH - DIRECCION REGIONAL DE EDUCACION,PE-RUC  20364778491,PERU ANCASH JR. JOSE DE SUCRE Nº 731- PLAZA DE ARMAS HUARAZ,"Jr. José de Sucre 731, Huaraz 02001, Peru",-9.5294902,-77.5281906,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PAMPACOLCA,PE-RUC  20172639519,PERU AREQUIPA PLAZA PRINCIPAL S/N - PAMPACOLCA,"7CPG+6HP, Pampacolca 04620, Peru",-15.7144176,-72.57353379999999,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PROVIDENCIA,PE-RUC  20187384223,PERU AMAZONAS PROVIDENCIA 2DO PISO,"Providencia, 01540, Peru",-6.3065674,-78.2817834,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LIVITACA,PE-RUC  20278211895,PERU CUSCO PLAZA DE ARMAS SN LIVITACA,"Plaza DE ARMAS, CU-126, Livitaca 08471, Peru",-14.3125723,-71.6893048,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PAMPA HERMOZA - LORETO,PE-RUC  20192061491,PERU LORETO JIRON BOLOGNESI S/N,"Francisco Bolognesi, Iquitos 16001, Peru",-3.7566571,-73.2537382,GEOMETRIC_CENTER
GOBIERNO REGIONAL HUANUCO UNIDAD EJECUTORA 407 RED DE SALUD PUERTO INCA,PE-RUC  20602041141,PERU HUANUCO LA MARINA S/N,"Huánuco, Peru",-9.9207648,-76.2410843,APPROXIMATE
II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,PE-RUC  20480776250,PERU LAMBAYEQUE CALLE MANCO CAPAC Nº 205,"Manco Cápac 205, Lambayeque 14013, Peru",-6.6996661,-79.90903209999999,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE TUMBES - HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA-JAMO II-2,PE-RUC  20409446303,PERU TUMBES AV. PROL. FERNANDO BELAUNDE NRO. S/N A.H. CIUDADELA NOE III ETAPA TUMBES - TUMBES - TUMBES,"Ciudadela de Noé, Tumbes 24002, Peru",-3.5708166,-80.4236111,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUIPOCA,PE-RUC  20607828050,PERU UCAYALI CALLE SAÚL RÍOS N° S/N MZ K LOTE 1,"Ucayali, Peru",-9.8251183,-73.087749,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE TARATA,PE-RUC  20147799498,PERU TACNA CALLE GRAU SN PLAZA DE ARMAS CENTRAL TARATA,"Plaza de Armas, Tarata 23200, Peru",-17.4746892,-70.0321709,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ATICO,PE-RUC  20212025179,PERU AREQUIPA AV.  SAN PEDRO S/.N AAHH LA FLORIDA - ATICO,"Atico 04475, Peru",-16.2265215,-73.61180170000002,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE KICHKI,PE-RUC  20166913561,PERU HUANUCO CARRETERA HUANUCO LA UNION KM 20 PLAZA DE ARMAS HUANCAPALLAC,"55CX+JG6 Plaza De Armas, La Unión 10621, Peru",-9.8284571,-76.80122600000001,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,PE-RUC  20188808817,PERU ICA PLAZA DE ARMAS 101,"W7F8+R88, Ica 11001, Peru",-14.07546,-75.7341811,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MOLINOPAMPA,PE-RUC  20176208601,PERU AMAZONAS AV. 5 DE FEBRERO No 306,"Amazonas, Peru",-5.115146,-78.11082789999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE COLCA - HUANCAYO,PE-RUC  20318814717,PERU JUNIN PLAZA PRINCIPAL INTERIOR NO 2,"3MJP+JR2 Plaza Principal De Concepción, 755, Concepción 12126, Peru",-11.9184824,-75.3129751,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE AUCARA,PE-RUC  20287495111,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE FRIAS,PE-RUC  20146728007,PERU PIURA LIMA Nº235,"Lima, Piura 20001, Peru",-5.1936388,-80.6248305,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE VITOC,PE-RUC  20201191280,PERU JUNIN CENTENARIO,"Junín, Peru",-11.1581925,-75.9926306,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUÑOS,PE-RUC  20201617104,PERU HUANUCO PLAZA DE ARMAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PASCO-SALUD AIS UTES OXAPAMPA,PE-RUC  20191045671,PERU PASCO JR. ENRIQUE BOTTGER OXAPAMPA,"Jr. Enrique Bottger, Oxapampa 19230, Peru",-10.5766345,-75.4036234,GEOMETRIC_CENTER
UNIVERSIDAD NACIONAL JOSE F. SANCHEZ CARRION,PE-RUC  20172299742,PERU LIMA AV. MERCEDES INDACOCHEA NO 600 HUACHO,"Av. Mercedes Indacochea 600, Huacho 15136, Peru",-11.1228222,-77.61069760000001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAISA,PE-RUC  20231076868,PERU AYACUCHO PLAZA DE ARMAS,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PUNO- HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON,PE-RUC  20448446485,PERU PUNO AV. EL SOL Nº 1022 - PUNO,"Av. El Sol 1022, Puno 21002, Peru",-15.8427326,-70.0219641,ROOFTOP
MUNICIPALIDAD DISTRITAL DE ILLIMO,PE-RUC  20170302134,PERU LAMBAYEQUE CALLE REAL Nº444,"Lambayeque, Peru",-6.7044468,-79.9042472,APPROXIMATE
GOBIERNO REGIONAL DE PUNO-SALUD MACUSANI,PE-RUC  20363848916,PERU PUNO JR. GRAU 509 MACUSANI,"Macusani, Peru",-14.072176,-70.4253389,APPROXIMATE
GOBIERNO REGIONAL DE MOQUEGUA - SALUD ILO,PE-RUC  20519839807,PERU MOQUEGUA JR. MIRAMAR Nº 400,"Moquegua, Peru",-17.1882694,-70.93179500000001,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE BELLAVISTA - JAEN,PE-RUC  20215745032,PERU CAJAMARCA SAN MARTIN LOTE 263,"San Martín, Cajamarca 06002, Peru",-7.1585089,-78.5186777,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE POLVORA,PE-RUC  20488965701,PERU SAN MARTIN JR LOS OLIVOS SN PLAZA DE ARMAS,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE TOURNAVISTA,PE-RUC  20191978910,PERU HUANUCO AV. LEONCIO PRADO S/N,"Leoncio Prado, Huánuco, Peru",-9.928091,-76.2446434,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HERMILIO VALDIZAN,PE-RUC  20204809390,PERU HUANUCO CARRETERA TINGO MARIA PUCALLPA KM 22,"Pucallpa, Peru",-8.3928622,-74.5826166,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LA ENCAÑADA,PE-RUC  20170026609,PERU CAJAMARCA JR.LIMA N° 153 - LA ENCAÑADA.,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO,PE-RUC  20191894571,PERU JUNIN PARQUE PRINCIPAL SN SAN JOSE DE QUERO CONCEPCION JUNIN,"San José de Quero 12496, Peru",-12.0859946,-75.5367845,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE AZANGARO,PE-RUC  20211821095,PERU LIMA HUANCAYO,"Huancayo, Puente Piedra 15117, Peru",-11.8702201,-77.0886263,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE AIJA,PE-RUC  20191017201,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
GOBIERNO REGIONAL DE ICA- SALUD CHINCHA - PISCO,PE-RUC  20410275768,PERU ICA CALLE LA FLORIDA S/N (ESQUINA CON ALVA MAURTUA),"C. laFlorida, Ica 11003, Peru",-14.0587869,-75.7238344,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE LAMPIAN,PE-RUC  20205878069,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LA MORADA,PE-RUC  20601122805,PERU HUANUCO 14 DE JUNIO SIN NRO PLAZA DE ARMAS LA MORADA,"La Morada, 10890, Peru",-8.8902772,-76.317414,APPROXIMATE
GOBIERNO REGIONAL DE ICA - U.E. 404 HOSPITAL SAN JUAN DE DIOS PISCO,PE-RUC  20452578949,PERU ICA CALLE SN JUAN DE DIOS Nº 350 - PISCO,"C. San Juan de Dios 350, Pisco 11601, Peru",-13.7068864,-76.20212219999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PACCHO,PE-RUC  20198961966,PERU LIMA AV PLAZA DE ARMAS S/N - PACCHO,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PACAPAUSA,PE-RUC  20287376376,PERU AYACUCHO PLAZA DE ARMAS SN,"Plaza de Armas, Ayacucho 05003, Peru",-13.1602899,-74.2258196,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MACARI,PE-RUC  20156602524,PERU PUNO PLAZA SAN MARTIN Nº115 - MACARI,"Macarí, Peru",-14.7704597,-70.90266489999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE LACABAMBA,PE-RUC  20282804248,PERU ANCASH PLAZA DE ARMAS S/N,"Ancash, Peru",-9.3250497,-77.5619419,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ACOS VINCHOS,PE-RUC  20143660088,PERU AYACUCHO PLAZA PRINCIPAL S/N ACOS VINCHOS,"Acos Vinchos, Peru",-13.1129072,-74.1003228,APPROXIMATE
GOBIERNO REGIONAL DE CUSCO - RED DE SERVICIOS  DE SALUD LA CONVENCION,PE-RUC  20527289166,PERU CUSCO AV. GENERAL GAMARRA S/N,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PARAMONGA,PE-RUC  20188938354,PERU LIMA JR.FRANCISCO BOLOGNESI S/N,"Jr. Crnel. Francisco Bolognesi, San Miguel 15086, Peru",-12.0881513,-77.07943,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE CUSCO - UNIDAD DE GESTION EDUCATIVA LOCAL LA CONVENCION,PE-RUC  20527144516,PERU CUSCO JR. INDEPENDENCIA NRO. S/N QUILLABAMBA CUSCO - LA CONVENCION - SANTA ANA,"Quillabamba, Peru",-12.868355,-72.6919814,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHONGOS ALTO,PE-RUC  20223724591,PERU JUNIN CALLE REAL,,,,"ERROR: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
MUNICIPALIDAD DISTRITAL DE CHARACATO,PE-RUC  20184516111,PERU AREQUIPA PLAZA PRINCIPAL NRO 100,"Pl. Principal 100, Arequipa 04012, Peru",-16.4688005,-71.48464849999999,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE PASCO - UNIDAD DE GESTION EDUCATIVA DE OXAPAMPA,PE-RUC  20486022583,PERU PASCO Vacio/Nulo,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE SAN MARCOS,PE-RUC  20496132701,PERU CAJAMARCA JR. LEONCIO PRADO 354,"Leoncio Prado 354, Cajamarca 06002, Peru",-7.1574604,-78.5093595,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE MARIANO DAMASO BERAUN - LAS PALMAS,PE-RUC  20199856520,PERU HUANUCO CARRETERA CENTRAL KM 17,"Huánuco, Peru",-9.9207648,-76.2410843,APPROXIMATE
GOBIERNO REGIONAL DE PUNO - SALUD SANDIA,PE-RUC  20363814183,PERU PUNO JR. ARICA Nº 448 SANDIA - PUNO,"Arica 448, Puno 21366, Peru",-14.3221607,-69.46660609999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE LACHAQUI,PE-RUC  20232238560,PERU LIMA JR. FRANCISCO BOLOGNESI S/N,"Jr. Crnel. Francisco Bolognesi, San Miguel 15086, Peru",-12.0881513,-77.07943,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ALCAMENCA,PE-RUC  20191918933,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
